timestamp,msname,msinstanceid,metric,value
360000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,5cb6ebc2cd245149dc4f7d36bca956f912554e8a0e17a79b05e2f59939919d82,consumerRPC_MCR,17.7
720000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,3525018ef4a856ec7e34e14ca9b2acd6d1515d9eeb6a4dd04473db0242589c82,providerRPC_MCR,5.95
1200000,0e337f047a062e592acb1be850542d2ac66829277ec311eed311f21ac96266e3,a223cd83228ee78027a6883b48d69899579c77357ff6edbedd40bdf686bb8951,consumerRPC_MCR,22.35
60000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,7dbf49e98cbac87cd78aa927cde9df54616f4541bbe2522b88a174cc09673ab3,providerRPC_MCR,6.266666666666667
600000,d03bb97862607468fe3153b28d41a20de1e3144a5662642b8d4c1062c550f622,d2064c1a91d974098dc3a9eb48eea61182cd3bbc1885c1b48d206740c47e53ae,consumerRPC_MCR,55.63333333333333
1380000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,8a50f66e901da479248a7f4e8394345fe92631c21add0d4063a69cfe09dc498d,consumerRPC_MCR,23.733333333333334
60000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,d95f2fe4b1c361fc24cbe6bd7629fcae3098bd60a4065518e96453169de11314,providerRPC_MCR,6.15
1140000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,0e546f1b6770eaea67fbc348202cf9a0fd6fc4dec72a39473422b3a405133318,consumerRPC_MCR,18.583333333333332
1380000,51b03816f3c956aa21d5f33d36ebf8f918c1fc4eda169d90dba535b3eb00adaa,9fb3a7db616e31fbf71d376fda278b475b5f46bb70183b6d278989f8d979055e,providerRPC_RT,6.105263157894737
420000,28664e7ba60702984ae3f84d4b084785897495e3b7f28717bda80797dc5468b6,18a377e072c9a7014d343f90157744523f6df01a7ce50a0794c3f070bddcad30,consumerRPC_RT,14.179326799071447
180000,554ea4b6551ecc907171bd74c27180eb5d9d4a2de0cc49b57cc6cf8ac888dc5d,c2a3d54ec859a2a687e13af799508590d0ae0202b599b490772f98a337a8d05c,providerRPC_MCR,21.783333333333335
240000,554ea4b6551ecc907171bd74c27180eb5d9d4a2de0cc49b57cc6cf8ac888dc5d,3ab88d7daab76f22ac622d39d971e05a7ceb9ff0a00eaca58697f2bdef6cb6e5,providerRPC_MCR,21.933333333333334
1080000,7606a6bb8535faf243bf58dc5b8917976eff2f5c1bbcaa5b2d3ab92b5766deff,b4e411c1f001c0373a761eefde2c011cff11c642727022b89c849f1df77539ae,providerRPC_RT,4.331846565566458
960000,226641814b15d2ab11f9c6cb2a30398bee1877f7890b35bcfae4f17b015bc98a,515bf488662566ed85ee16be66bbc655b1473e9e8433fbb8ce3241447c7100e8,providerRPC_MCR,30.75
1680000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,5682df4b3310bc0e076db694ef33a0a200c55457a9eac1911f774d311439c24c,providerRPC_MCR,5.433333333333334
660000,7606a6bb8535faf243bf58dc5b8917976eff2f5c1bbcaa5b2d3ab92b5766deff,440929817b3be7020c426a6d058054343c6f6ff0c0ed189a90d5adf934be9aec,providerRPC_RT,4.479433780478767
1320000,51b03816f3c956aa21d5f33d36ebf8f918c1fc4eda169d90dba535b3eb00adaa,cea3caadc4034ea4e4db7c7161eb18341cc399298828c3d377d341523afee94c,providerRPC_RT,7.462686567164179
660000,51b03816f3c956aa21d5f33d36ebf8f918c1fc4eda169d90dba535b3eb00adaa,df4ce3a4b606aa8733caeed07c4e8518beb47c469fd4326ff4121a455a87a45f,providerRPC_RT,4.278606965174129
420000,51b03816f3c956aa21d5f33d36ebf8f918c1fc4eda169d90dba535b3eb00adaa,df4ce3a4b606aa8733caeed07c4e8518beb47c469fd4326ff4121a455a87a45f,consumerRPC_RT,13.662337662337663
480000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,f1f5f2576e3bdfd98f1eaef41da6f72e25b0c1479028b62e299c0f7e861a72be,consumerRPC_MCR,22.616666666666667
1200000,558da361022f2c54ce6bb02912687c090acf7454f62fda75744147689918f5ea,d371834b19b70d6b110af4650e621a6470d1bc1be7ae6c40bd5186b682b5fc5f,providerRPC_MCR,128.05
360000,63bb7dc59c1b5f7e55dfb92d83539aecabe9b77519e40b01483d2c93af5bc273,84bacf25003ae1449dc2f8af8e217617272f57dfb89d3c898ad47493623514fd,consumerRPC_RT,16.437837837837836
480000,dedc840fcb341695f620d777cfe4bb9c18e9d731cee589c3418c3d476172af2a,077a13d8bc6de8b18ecf41a2df41c879fc84eb5400751719fe20b3faa72439e7,providerRPC_RT,24.796703296703296
300000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,bda89fbd1523211e00d42dfba9b7e64f78365a040891770d6374ba5697471f17,providerRPC_MCR,5.0
1020000,dedc840fcb341695f620d777cfe4bb9c18e9d731cee589c3418c3d476172af2a,b4959ca436e62c2f9dbec41941da3d9172b3378df8790d86b426ce62ec164643,consumerRPC_RT,36.87523629489603
1500000,84c39f0f7578db67ef592c81d9d0b4850caa4f68725cde0fb1253d2b254ef6ff,2e2a1f9cf42e6b89c12e20aa0a6d69b668fdad41f73e2a066490057e578365d0,consumerRPC_MCR,39.75
420000,84c39f0f7578db67ef592c81d9d0b4850caa4f68725cde0fb1253d2b254ef6ff,fdb3633af4514cd579592d47c2d50167c1ff4c6c4e8263afa7908788f37df93c,consumerRPC_MCR,39.733333333333334
1380000,e32510140ab9654dfd48b553f2228dcfab973464b7443b24d59e19493dd673f5,deb530ea85987b161c8411dd859d93c67601eb16a888ac709779cb2e79db8295,consumerRPC_RT,15.05960810143257
120000,7606a6bb8535faf243bf58dc5b8917976eff2f5c1bbcaa5b2d3ab92b5766deff,92d7596edb1f502e4a377e2d978210e3d1cda4ebfb77012acc5613665608df48,providerRPC_RT,5.104863104009928
120000,bd60497bdc74d1c37bed34adc5bf20df15b378dd863baf0a2c35fd36fb28cc66,6c6e03c7e6f1d0d9f008ae6dd7946fe5e911168f96c12cb4ef1f7c91fb23ed41,providerRPC_RT,19.271287940935192
0,bd60497bdc74d1c37bed34adc5bf20df15b378dd863baf0a2c35fd36fb28cc66,aa6a46ef7e6baab952f44c12faa863b54f4ca909828c3399d3eba089ab526178,consumerRPC_RT,70.55638437911365
240000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,5687761d336c4cba93f5e8131fb9ed464f1771ccb08c82ea5fb874022beb9b1b,providerRPC_MCR,6.166666666666667
720000,84c39f0f7578db67ef592c81d9d0b4850caa4f68725cde0fb1253d2b254ef6ff,c2a1036a38040a96b45926b45ba4c907a74574b69f9a6acf8d2335c0c9d40611,providerRPC_MCR,30.583333333333332
1440000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,85236b459f3bf02ea90192fa00b6053c6b7decf85807c7bdf987b14a4a68144f,consumerRPC_MCR,20.583333333333332
1560000,bd60497bdc74d1c37bed34adc5bf20df15b378dd863baf0a2c35fd36fb28cc66,10f6c65af93736a52628aa1e2186fdc2427692a07985d1f0614fa3d7ff632908,consumerRPC_RT,63.20438773225879
120000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,9ffac7dbcef4b08258f449d69e81ffc01256447167c9a7b136cc3ec29a3fc405,providerRPC_MCR,5.75
1380000,07ec262fa74a9698e8bd99b84412ad841f49eeeb5216ef40a040bdcf28a39f6d,c0bd0414011d16ffb0ca158227a1ea50eee52e18446920d1e631da3ebdf8569d,providerRPC_RT,31.832395498392284
960000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,2ae66ead219284368fa31ed27cf5581dc38a207288be54d76efbe49a17cc64ad,providerRPC_MCR,5.966666666666667
0,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,703a44df4cf87c998676d826f9cb3101bd83977fe4abd17dddcdc95cc4a21982,providerRPC_MCR,5.45
1500000,84c39f0f7578db67ef592c81d9d0b4850caa4f68725cde0fb1253d2b254ef6ff,77a244c29cf5d912f8083365604a1cfc58b96fdde724b5b517bcf8a515412fa9,providerRPC_MCR,31.033333333333335
1440000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,16a86e81047eb4c18fd4233c7a5d40ccf2543d1aaacb2bb6b8213e7767ebc242,providerRPC_MCR,5.283333333333333
120000,84c39f0f7578db67ef592c81d9d0b4850caa4f68725cde0fb1253d2b254ef6ff,e1d151a839a4d3c07c68b975d29e54ad6037e1e1cedf847c8008b5d0b9c26dbc,consumerRPC_MCR,41.38333333333333
600000,af5d63e40f2bc053c32d2b51ba6ca28739e93661fd816b61e1d2e90736c9643f,e686e87bd4c6a04b92f91a00acf97962027d8a6b20637de7abb82cc7496a9868,providerRPC_MCR,5.9
540000,07ec262fa74a9698e8bd99b84412ad841f49eeeb5216ef40a040bdcf28a39f6d,fa1e5cbd3dfba74ccf5124cac021e6fbdc70d3516e26ec09fed82c1577f5c874,consumerRPC_RT,31.31299927378359
900000,1092c8aa3fdbd7bff66d78c552f6109e04339050f7ebff024df9e73f3dfea0ac,c3751b94133f0f68dca7215c2e3cab5e433b0b092873c93a5e2e7446285c8e91,providerRPC_RT,11.973333333333333
1080000,cba27b1029da08c0bed4d526c378a3081b0119436cfa3c78a2f792304347dc4e,8617ae7dd862ded3717efb0287b76a121d461b2c88c66302e0d9d37b6a95a3b9,consumerRPC_MCR,0.016666666666666666
1200000,bd60497bdc74d1c37bed34adc5bf20df15b378dd863baf0a2c35fd36fb28cc66,0a69d374acd1f49bc5af64817f95d16b3f7713c112abf2cdf5bd9fced0e32e63,consumerRPC_RT,64.03683757001292
1080000,6fe9299d282a4880260cc300e4c0c22a5d10f0e2d78753c1b5795c87ef0827af,07646e7cb03eb03c2c75f737a4dec1e3ddc7aabbde9cb505391e7864761f5fc3,providerRPC_RT,8.153716216216216
300000,cba27b1029da08c0bed4d526c378a3081b0119436cfa3c78a2f792304347dc4e,f40bc77c3e333111e34131b841231d08fc28add499e4a0b00ecdfbf9c94983f6,consumerRPC_MCR,0.05
240000,6fe9299d282a4880260cc300e4c0c22a5d10f0e2d78753c1b5795c87ef0827af,950e87866d0cb77d366f592f5309a738ae4ad011aa79ae97770335acea948722,providerRPC_RT,9.611754966887418
1620000,84c39f0f7578db67ef592c81d9d0b4850caa4f68725cde0fb1253d2b254ef6ff,e703639ee007029d2950b61a97869f393e565233716bfac7018875e044d7f50d,consumerRPC_MCR,40.0
420000,84c39f0f7578db67ef592c81d9d0b4850caa4f68725cde0fb1253d2b254ef6ff,0df148d1cb50abe8ec5dcc1d921990470c0d957cff8c331cc3c6994f6fe61884,consumerRPC_MCR,41.0
1740000,df929f06fc9d6434342da9506ffb263b8746eef64c81d3fa64e66bb916f2f184,4fbb5c6d1b7529d9293fff2d240b50dc044df3edd1559c661656a3d6dc841e4e,providerRPC_RT,136.82222222222222
0,84c39f0f7578db67ef592c81d9d0b4850caa4f68725cde0fb1253d2b254ef6ff,0b618cec713fa015d9917422be30035fa4bc2a4804a9c8537455851a1ef5f728,consumerRPC_MCR,41.8
1680000,c4fcfc22f9f00ca28614396e9b6587cd402e7b229bdbc4747c433f4b7eb135cc,36ee595148dc4bb47dd05f77a88ae90d902b2ea1196025850d3cd4961592a068,providerRPC_MCR,0.1
1080000,df929f06fc9d6434342da9506ffb263b8746eef64c81d3fa64e66bb916f2f184,2c9eecb5629c4027ab4a12205274db657ca0bb9ced4bf01a1246d7f7d5c3d826,providerRPC_RT,160.28947368421052
